Index,KOD_FASILITI,STATUS,SEKTOR,SUBSEKTOR,PROGRAM_GROUP,NEGERI,DAERAH,KATEGORI_FASILITI,JENIS_FASILITI,NAMA,ALAMAT,BANDAR,POSKOD,DAERAH_PENTADBIRAN,TELEFON,EMEL,URBAN_RURAL,LATITUD,LONGITUD
4777,21-09010086,BUKA,AWAM,KKM,,PERLIS,PERLIS,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN RAJA PUAN MUDA TENGKU FAUZIAH,"JALAN PADANG BESAR (U), 02200 KAKI BUKIT, PERLIS.",,02200,,,,,6.636741,100.2196
4778,21-09010085,BUKA,AWAM,KKM,,PERLIS,PERLIS,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN PUTRA,"JALAN PADANG KATONG, 01000 KANGAR, PERLIS",,01000,,,,,6.444358,100.1844
4779,21-09010084,BUKA,AWAM,KKM,,PERLIS,PERLIS,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN PERLIS,"JALAN RAJA SYED ALWI, 01000 KANGAR, PERLIS",,01000,,,,,6.430767,100.1975
4780,21-09010083,BUKA,AWAM,KKM,,PERLIS,PERLIS,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN SYED HASSAN,"JALAN SEKOLAH DERMA, 01000 KANGAR, PERLIS",,01000,,,,,6.446555,100.2018
4781,21-09010082,BUKA,AWAM,KKM,,PERLIS,PERLIS,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN DERMA,"JALAN PENJARA, 01000 KANGAR, PERLIS",,01000,,,,,6.442503,100.1923
4782,21-09010081,BUKA,AWAM,KKM,,PERLIS,PERLIS,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN DATUK JAAFAR HASSAN,"JALAN KILANG GULA, 02450 BUKIT KETERI, PERLIS.",,02450,,,,,6.518611,100.2633
4783,21-09010069,BUKA,AWAM,KKM,,PERLIS,PERLIS,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN SYED SAFFI,"KM 12, JALAN KANGAR-ALOR SETAR, 02700 SIMPANG EMPAT, PERLIS",,02700,,,,,6.331657,100.1927
4784,21-09010068,BUKA,AWAM,KKM,,PERLIS,PERLIS,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN SYED ALWI,"KAYANG, 01000 KANGAR, PERLIS",,01000,,,,,6.395119,100.1832
4785,21-09010067,BUKA,AWAM,KKM,,PERLIS,PERLIS,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN SANGLANG,"KAMPUNG RAMA, 02800 SIMPANG EMPAT, PERLIS",,02800,,,,,6.298188,100.2063
4786,21-09010066,BUKA,AWAM,KKM,,PERLIS,PERLIS,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN KUALA PERLIS,"JALAN KUALA PERLIS, 02000 KUALA PERLIS, PERLIS",,02000,,,,,6.395717,100.1356
4787,21-09010065,BUKA,AWAM,KKM,,PERLIS,PERLIS,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN ARAU,"JALAN BESAR ARAU, 02600 ARAU, PERLIS",,02600,,,,,6.434874,100.2719
4788,21-09010059,BUKA,AWAM,KKM,,PERLIS,PERLIS,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A MAKTAB RENDAH SAINS MARA BESERI,"BATU 8 1/2, JLN KAKI BUKIT, 01000 KANGAR, PERLIS",,01000,,,,,6.55318,100.2312
4789,21-09010091D,BUKA,AWAM,KKM,,PERLIS,PERLIS,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI UTC,KLINIK PERGIGIAN DI KLINIK KESIHATAN UTC KANGAR,"NO. 1 ARAS 1, BLOK A , PUSAT TRANSFORMASI BANDAR (UTC), 01000 KANGAR, PERLIS",,01000,,,,,6.454386,100.1927
4791,91-07010115,BUKA,AWAM,KKM,,PULAU PINANG,BARAT DAYA,PEJABAT KESIHATAN PERGIGIAN,PEJABAT KESIHATAN PERGIGIAN DAERAH,PEJABAT KESIHATAN PERGIGIAN DAERAH BARAT DAYA,"TINGKAT 1, KLINIK KESIHATAN BAYAN BARU, JALAN TENGAH, BAYAN BARU, 11950 PULAU PINANG",,11950,,,,,5.319624,100.2798
4792,21-07051356D,BUKA,AWAM,KKM,,PULAU PINANG,BARAT DAYA,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN AIR PUTIH,"LOT 483, KLINIK KESIHATAN JENIS (KK3), JALAN AIR PUTIH, MUKIM E, 11000 BALIK PULAU, PULAU PINANG",,11000,,,,,5.405453,100.2866
4793,21-07010043D,BUKA,AWAM,KKM,,PULAU PINANG,BARAT DAYA,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN TELUK BAHANG,"TELUK BAHANG TANJUNG BUNGAH, 11050 PULAU PINANG",,11050,,,,,5.45568,100.215
4794,21-07010020D,BUKA,AWAM,KKM,,PULAU PINANG,BARAT DAYA,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN BAYAN LEPAS,"LOT 1157 MUKIM 12, JLN DATO ISMAIL HASHIM, BAYAN LEPAS, 11900 PULAU PINANG",,11900,,,,,5.299726,100.2622
4795,21-07010019D,BUKA,AWAM,KKM,,PULAU PINANG,BARAT DAYA,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN BAYAN BARU,"JALAN TENGAH, BAYAN BARU, 11900 PULAU PINANG",,11900,,,,,5.320558,100.2798
4796,11-07010010D,BUKA,AWAM,KKM,,PULAU PINANG,BARAT DAYA,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI HOSPITAL,KLINIK PERGIGIAN DI HOSPITAL BALIK PULAU,"JALAN HOSPITAL, BALIK PULAU, 11000 PULAU PINANG",,11000,,,,,5.350255,100.233
4797,21-07010265,BUKA,AWAM,KKM,,PULAU PINANG,BARAT DAYA,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN BAYAN LEPAS,"JALAN DATO ISMAIL HASHIM, BAYAN LEPAS, 11900 PULAU PINANG",,11900,,,,,5.296632,100.2608
4798,21-07010264,BUKA,AWAM,KKM,,PULAU PINANG,BARAT DAYA,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) CHONG CHENG,"JALAN DATO ISMAIL HASHIM, 11900 PULAU PINANG",,11900,,,,,5.324024,100.2711
4799,21-07010263,BUKA,AWAM,KKM,,PULAU PINANG,BARAT DAYA,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN TELUK KUMBAR,"22, JALAN TELUK KUMBAR, BANDAR BARU TELOK KUMBAR, BAYAN LEPAS, 11920 PULAU PINANG",,11920,,,,,5.290586,100.2322
4800,21-07010262,BUKA,AWAM,KKM,,PULAU PINANG,BARAT DAYA,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN SERI PERMAI,"JALAN TENGAH, BAYAN BARU, 11950 PULAU PINANG",,11950,,,,,5.319886,100.2838
4801,21-07010266,BUKA,AWAM,KKM,,PULAU PINANG,BARAT DAYA,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN TELOK KUMBAR,"JALAN TELUK KUMBAR, 11920 PULAU PINANG",,11920,,,,,5.28692,100.2412
4803,91-07020118,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI SELATAN,PEJABAT KESIHATAN PERGIGIAN,PEJABAT KESIHATAN PERGIGIAN DAERAH,PEJABAT KESIHATAN PERGIGIAN DAERAH SEBERANG PERAI SELATAN,"JALAN BUKIT PANCHOR, 14300 NIBONG TEBAL, PULAU PINANG",,14300,,,,,5.166319,100.4921
4804,21-07031360,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI SELATAN,KLINIK PERGIGIAN,KLINIK PERGIGIAN (STANDALONE),KLINIK PERGIGIAN SUNGAI BAKAP,"JALAN BESAR, KAMPUNG MAKU SUAH, SUNGAI BAKAP, 14200  SEBERANG PERAI SELATAN, PULAU PINANG",,14200,,,,,5.216472,100.4978
4805,21-07020038D,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI SELATAN,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN SUNGAI ACHEH,"JALAN SUNGAI UDANG, 14300 NIBONG TEBAL, SEBERANG PERAI SELATAN, PULAU PINANG",,14300,,,,,5.150169,100.4224
4806,21-07020037D,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI SELATAN,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN BANDAR TASEK MUTIARA,"LOT 8767, LORONG TASEK MUTIARA 19/SS2, BANDAR TASEK MUTIARA, 14100 SEBERANG PERAI SELATAN, PULAU PINANG",,14100,,,,,5.276416,100.4905
4807,21-07020033D,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI SELATAN,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN NIBONG TEBAL,"JALAN KLINIK, 14300 NIBONG TEBAL, SEBERANG PERAI SELATAN, PULAU PINANG",,14300,,,,,5.163626,100.4738
4808,21-07020025D,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI SELATAN,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN BUKIT PANCHOR,"LOT 1866, MUKIM 7 JALAN BUKIT PANCHOR, NIBONG TEBAL, 14300 SEBERANG PERAI SELATAN, PULAU PINANG",,14300,,,,,5.166749,100.4923
4809,21-07020271,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI SELATAN,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN METHODIST,"JALAN SUNGAI DAUN, 14300 NIBONG TEBAL, PULAU PINANG",,14300,,,,,5.170556,100.4779
4810,21-07020270,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI SELATAN,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) PAI TEIK,"JALAN OOI KAR SENG, 14300 NIBONG TEBAL, PULAU PINANG",,14300,,,,,5.17344,100.4684
4811,21-07020267,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI SELATAN,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN SUNGAI ACHEH,"SUNGAI ACHEH, 14320 NIBONG TEBAL, PULAU PINANG",,14320,,,,,5.141822,100.4205
4812,21-07020269,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI SELATAN,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN MUTIARA IMPIAN,"JALAN BESAR, 14100 SIMPANG AMPAT, PULAU PINANG",,14100,,,,,5.274529,100.478
4813,21-07020268,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI SELATAN,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN TUNKU ABDUL RAHMAN,"JALAN BUKIT PANCHOR, 14300 NIBONG TEBAL, PULAU PINANG",,14300,,,,,5.168896,100.4856
4814,91-07030117,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,PEJABAT KESIHATAN PERGIGIAN,PEJABAT KESIHATAN PERGIGIAN DAERAH,PEJABAT KESIHATAN PERGIGIAN DAERAH SEBERANG PERAI TENGAH,"KLINIK PERGIGIAN DI KLINIK KESIHATAN KUBANG SEMANG, 14400 PULAU PINANG",,14400,,,,,5.397553,100.4644
4815,21-07030335D,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN BANDAR PERDA,"JALAN PERDA BARAT, BANDAR BARU PERDA, 14000 BUKIT MERTAJAM, PULAU PINANG",,14000,,,,,5.374044,100.4336
4816,21-07030036D,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN SEBERANG JAYA,"LOT 340 MUKIM 1, JALAN PERPUSTAKAAN, BANDAR SUNWAY, 13700 SEBERANG JAYA, PULAU PINANG",,13700,,,,,5.393212,100.3988
4817,21-07030035D,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN PERAI,"PERAI, 13600 SEBERANG PERAI TENGAH, PULAU PINANG",,13600,,,,,5.383811,100.3882
4818,21-07030030D,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN KUBANG SEMANG,"LOT 807 MUKIM 5, 14400 BUKIT MERTAJAM, PULAU PINANG",,14400,,,,,5.365458,100.459
4819,21-07030024D,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN BUKIT MINYAK,"SEBERANG PERAI TENGAH, LOT 106 MUKIM 14, 14000 BUKIT MERTAJAM, PULAU PINANG",,14000,,,,,5.325915,100.4487
4820,21-07030021D,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN BERAPIT,"LOT 89 MUKIM 17, BERAPIT, 14000 BUKIT MERTAJAM, PULAU PINANG",,14000,,,,,5.376729,100.4742
4821,11-07030013D,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI HOSPITAL,KLINIK PERGIGIAN DI HOSPITAL SEBERANG JAYA,"JALAN TUN HUSSEIN ONN, 13700 SEBERANG JAYA, PULAU PINANG",,13700,,,,,5.395017,100.4081
4822,11-07030011D,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI HOSPITAL,KLINIK PERGIGIAN DI HOSPITAL BUKIT MERTAJAM,"JALAN KULIM, 14000 BUKIT MERTAJAM, PULAU PINANG",,14000,,,,,5.359836,100.4647
4823,21-07030292,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN TANAH LIAT,"JALAN ABDUL KADIR, 14000 BUKIT MERTAJAM, PULAU PINANG",,14000,,,,,5.38501,100.4635
4824,21-07030291,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN STOWELL,"JALAN REES, 14000 BUKIT MERTAJAM, PULAU PINANG",,14000,,,,,5.357825,100.4587
4825,21-07030290,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN SERI PENANTI,"KUBANG SEMANG, 14400 BUKIT MERTAJAM, PULAU PINANG",,14400,,,,,5.40218,100.4651
4826,21-07030289,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN SEBERANG JAYA 2,"LENGKOK TENGGIRI, 13700 SEBERANG JAYA, PULAU PINANG",,13700,,,,,5.397708,100.4043
4827,21-07030288,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN SEBERANG JAYA,"PERSIARAN SIAKAP, 13700 SEBERANG JAYA, PULAU PINANG",,13700,,,,,5.384876,100.3998
4828,21-07030287,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN PERMATANG TOK KANDU,"JALAN PERMATANG PAUH, 13500 SEBERANG PERAI TENGAH, PULAU PINANG",,13500,,,,,5.393257,100.4178
4829,21-07030286,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN BANDAR BARU PERDA,"JALAN PERDA BARAT, BANDAR BARU PERDA, 14000 BUKIT MERTAJAM, PULAU PINANG",,14000,,,,,5.373456,100.43
4830,21-07030285,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN ALMA JAYA,"LORONG ALMA JAYA 11, 14000 BUKIT MERTAJAM, PULAU PINANG",,14000,,,,,5.326611,100.4794
4831,21-07030284,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) SIN YA,"ALMA, 14000 BUKIT MERTAJAM, PULAU PINANG",,14000,,,,,5.333748,100.5065
4832,21-07030283,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) PENG BIN,"PERSIARAN KRYSTAL, BUKIT TENGAH, 14000 BUKIT MERTAJAM, PULAU PINANG",,14000,,,,,5.349899,100.4357
4833,21-07030282,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) KIM SEN,"JALAN KULIM, 14000 BUKIT MERTAJAM, PULAU PINANG",,14000,,,,,5.356395,100.4665
4834,21-07030281,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) KEOW KUANG,"1864, MUKIM 10, 14000 BUKIT MERTAJAM, PULAU PINANG",,14000,,,,,5.333748,100.5065
4835,21-07030280,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) JIT SIN 'A',"JALAN BERAPIT, 14000 BUKIT MERTAJAM, PULAU PINANG",,14000,,,,,5.376089,100.4681
4836,21-07030261,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN JALAN BAHARU PERAI,"JALAN BARU, 13700 PERAI, PULAU PINANG",,13700,,,,,5.367199,100.4195
4837,21-07030260,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA 3,"LORANG SENANGIN 3, 13600 PERAI, PULAU PINANG",,13600,,,,,5.383934,100.3843
4838,21-07030298,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN TAMAN INDERAWASIH,"JALAN KIKIK ,TAMAN INDERAWASIH, 13600 PERAI, PULAU PINANG",,13600,,,,,5.389357,100.3858
4839,21-07030297,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN PENANTI,"KUBANG SEMANG, 14400 BUKIT MERTAJAM, PULAU PINANG",,14400,,,,,5.405534,100.4694
4840,21-07030296,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH KEBANGSAAN JIT SIN,"JALAN BINJAI, TAMAN SRI RAMBAI, 14000 BUKIT MERTAJAM, PULAU PINANG",,14000,,,,,5.343467,100.4462
4841,21-07030272,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH MENENGAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH MENENGAH SAINS TUN SYED SHEH SHAHABUDDIN,"JALAN DAMAI, 14000 BUKIT MERTAJAM, PULAU PINANG",,14000,,,,,5.341654,100.4742
4842,91-07040116,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI UTARA,PEJABAT KESIHATAN PERGIGIAN,PEJABAT KESIHATAN PERGIGIAN DAERAH,PEJABAT KESIHATAN PERGIGIAN DAERAH SEBERANG PERAI UTARA,"NO. 24, JALAN BAGAN LUAR, 12000 BUTTERWORTH, PULAU PINANG",,12000,,,,,5.406191,100.3698
4843,21-07040042D,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI UTARA,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN TASEK GELUGOR,"LOT 1944 MUKIM 12, 13300 TASEK GELUGOR, PULAU PINANG",,13300,,,,,5.484414,100.4912
4844,21-07040039D,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI UTARA,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN SUNGAI DUA,"JALAN PENGKALAN MACHANG, 13800 SUNGAI DUA, PULAU PINANG",,13800,,,,,5.442771,100.4301
4845,21-07040034D,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI UTARA,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN PENAGA,"LOT 3001 MUKIM 5, PENAGA, 13100 PENAGA, PULAU PINANG",,13100,,,,,5.535083,100.3804
4846,21-07040032D,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI UTARA,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN MAK MANDIN,"LOT 2882, SEKSYEN 3, JALAN MAK MANDIN, 13400 BUTTERWORTH, PULAU PINANG",,13400,,,,,5.420947,100.3894
4847,21-07040029D,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI UTARA,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN KEPALA BATAS,"LOT 1466 MUKIM 6, 13200 KEPALA BATAS, PULAU PINANG",,13200,,,,,5.516137,100.433
4848,21-07040026D,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI UTARA,KLINIK PERGIGIAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN,KLINIK PERGIGIAN DI KLINIK KESIHATAN BUTTERWORTH,"JALAN PANTAI, 12000 BUTTERWORTH, PULAU PINANG",,12000,,,,,5.406814,100.3683
4849,21-07040321,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI UTARA,KLINIK PERGIGIAN,KLINIK PERGIGIAN SEKOLAH RENDAH,KLINIK PERGIGIAN SEKOLAH D/A SEKOLAH KEBANGSAAN TELOK AYER TAWAR,"TELOK AYER TAWAR, 13050 BUTTERWORTH, PULAU PINANG",,13050,,,,,5.485212,100.3849
